Plant state,Plant name,Plant Id,Balancing Authority Name,Balancing Authority Code,PCA Generation (MWh),Latitude,Longitude,Plant primary fuel,Plant primary fuel code,Net generation (MWh),CO2-e Emission (tons),Water intensity (m3/MWh),Carbon intensity (Tons/MWh),Generation Ratio of Power plant,Water Consumption (m3),Subbasin,HUC8,HUC8 ID
AZ,Horse Mesa,145,Salt River Project,SRP,67680176,33.5907,-111.344,WAT,HYDRO,50123,0,861.42,0.00,0.0007,43176957,Lower Salt,15060106,15060106
AZ,Hyder II,58383,Arizona Public Service Company,AZPS,17517674,33.027,-113.3489,SUN,SOLAR,37062,0,0.01,0.00,0.0021,282,Lower Gila,15070201,15070201
AZ,Hyder Solar,57563,Arizona Public Service Company,AZPS,17517674,33.02566,-113.34397,SUN,SOLAR,37780,0,0.01,0.00,0.0022,287,Lower Gila,15070201,15070201
AZ,Intel - Ocotillo Campus Solar,60822,Arizona Public Service Company,AZPS,17517674,33.243261,-111.892354,SUN,SOLAR,4722,0,0.01,0.00,0.0003,36,Middle Gila,15050100,15050100
AZ,IRC Generator Facility,56899,Western Area Power Administration - Desert Southwest Region,WALC,16128479,36.9708,-112.5264,DFO,OIL,6,17,2.06,2.77,0.0000,12,Kanab,15010003,15010003
AZ,Iron Horse Battery Storage,60996,Tucson Electric Power Company,TEPC,12326506,32.098492,-110.819119,SUN,SOLAR,2783,0,0.01,0.00,0.0002,21,Upper Santa Cruz,15050301,15050301
AZ,Irvington Generating Station,126,Tucson Electric Power Company,TEPC,12326506,32.16,-110.9047,NG,GAS,1412423,954683,2.04,0.68,0.1146,2876185,Upper Santa Cruz,15050301,15050301
AZ,Jacobson 5 MW Solar,60603,Tucson Electric Power Company,TEPC,12326506,35.304528,-114.01183,SUN,SOLAR,7790,0,0.01,0.00,0.0006,59,Hualapai Wash,15010007,15010007
AZ,Jewish Community Center PV,58292,Arizona Public Service Company,AZPS,17517674,33.603056,-111.924722,SUN,SOLAR,2194,0,0.01,0.00,0.0001,17,Lower Salt,15060106,15060106
AZ,Kayenta Solar Project,61268,Western Area Power Administration - Desert Southwest Region,WALC,16128479,36.771944,-110.263889,SUN,SOLAR,74615,0,0.01,0.00,0.0046,567,Chinle,14080204,14080204
AZ,Kingman 1,57775,Arizona Public Service Company,AZPS,17517674,35.145833,-114.0675,WND,WIND,24455,0,0.00,0.00,0.0014,93,Sacramento Wash,15030103,15030103
AZ,Kyrene Generating Station,147,Salt River Project,SRP,67680176,33.3556,-111.9353,NG,GAS,853210,362402,1.43,0.42,0.0126,1216097,Middle Gila,15050100,15050100
AZ,La Senita,57556,Tucson Electric Power Company,TEPC,12326506,35.241675,-114.004591,SUN,SOLAR,2188,0,0.01,0.00,0.0002,17,Hualapai Wash,15010007,15010007
AZ,Lake Pleasant WTP,58539,Arizona Public Service Company,AZPS,17517674,33.820556,-112.24,SUN,SOLAR,14787,0,0.01,0.00,0.0008,112,Aqua Fria,15070102,15070102
AZ,Macys Goodyear,57673,Arizona Public Service Company,AZPS,17517674,33.409063,-112.414596,SUN,SOLAR,5277,0,0.01,0.00,0.0003,40,Aqua Fria,15070102,15070102
AZ,Mesquite Generating Station,55481,Salt River Project,SRP,67680176,33.345,-112.864167,NG,GAS,5792067,2513451,1.02,0.43,0.0856,5928480,Centennial Wash,15070104,15070104
AZ,Mesquite Solar 1,57707,Salt River Project,SRP,67680176,33.341833,-112.904028,SUN,SOLAR,415004,0,0.01,0.00,0.0061,3154,Centennial Wash,15070104,15070104
AZ,"Mesquite Solar 2, LLC",60307,California Independent System Operator,CISO,167909560,33.332777,-112.911388,SUN,SOLAR,285023,0,0.01,0.00,0.0017,2166,Centennial Wash,15070104,15070104
AZ,"Mesquite Solar 3, LLC",60308,California Independent System Operator,CISO,167909560,33.347583,-112.936805,SUN,SOLAR,445789,0,0.01,0.00,0.0027,3388,Centennial Wash,15070104,15070104
AZ,Mohave Electric at Fort Mohave,59819,Western Area Power Administration - Desert Southwest Region,WALC,16128479,34.9843,-114.5565,SUN,SOLAR,39871,0,0.01,0.00,0.0025,303,Havasu-Mohave Lakes,15030101,15030101
AZ,Mormon Flat,148,Salt River Project,SRP,67680176,33.5536,-111.4431,WAT,HYDRO,17190,0,910.40,0.00,0.0003,15649709,Lower Salt,15060106,15060106
AZ,Navajo Generating Station,4941,Salt River Project,SRP,67680176,36.9047,-111.3886,BIT,COAL,13017437,15377138,1.44,1.18,0.1923,18788436,Lower Lake Powell,14070006,14070006
AZ,"New Harquahala Generating Company, LLC",55372,"New Harquahala Generating Company, LLC - HGBA",HGMA,3815,33.47596,-113.113434,NG,GAS,3815,2186,3.16,0.57,1.0000,12060,Centennial Wash,15070104,15070104
AZ,North Loop,6088,Tucson Electric Power Company,TEPC,12326506,32.401,-111.1262,NG,GAS,7898,7260,0.80,0.92,0.0006,6295,Upper Santa Cruz,15050301,15050301
AZ,Northwest Regional,57403,Arizona Public Service Company,AZPS,17517674,33.681944,-112.476666,LFG,BIOMASS,23147,0,1.94,0.00,0.0013,44849,Aqua Fria,15070102,15070102
AZ,Novo BioPower Plant,56616,Arizona Public Service Company,AZPS,17517674,34.503158,-110.334953,WDS,BIOMASS,181641,7027,1.94,0.04,0.0104,351939,Middle Little Colorado,15020008,15020008
AZ,Ocotillo Power Plant,116,Arizona Public Service Company,AZPS,17517674,33.4225,-111.9122,NG,GAS,270760,194537,2.92,0.72,0.0155,791384,Lower Salt,15060106,15060106
AZ,Palo Verde,6008,Salt River Project,SRP,67680176,33.3881,-112.8617,NUC,NUCLEAR,31097259,0,2.90,0.00,0.4595,90206436,Centennial Wash,15070104,15070104
AZ,Paloma Solar,57562,Arizona Public Service Company,AZPS,17517674,33.021111,-112.661389,SUN,SOLAR,37861,0,0.01,0.00,0.0022,288,Lower Gila-Painted Rock Reservoir,15070101,15070101
AZ,Paradise Valley H.S. PV,58293,Arizona Public Service Company,AZPS,17517674,33.6416,-111.9997,SUN,SOLAR,2594,0,0.01,0.00,0.0001,20,Lower Salt,15060106,15060106
AZ,Perrin Ranch Wind LLC,58155,Arizona Public Service Company,AZPS,17517674,35.415556,-112.271111,WND,WIND,212667,0,0.00,0.00,0.0121,808,Havasu Canyon,15010004,15010004
AZ,Phoenix Airport East Economy Lot,58708,Arizona Public Service Company,AZPS,17517674,33.4345,-111.9842,SUN,SOLAR,1954,0,0.01,0.00,0.0001,15,Lower Salt,15060106,15060106
AZ,Phoenix Airport Rental Car Center,58709,Arizona Public Service Company,AZPS,17517674,33.43042,-112.04484,SUN,SOLAR,6090,0,0.01,0.00,0.0003,46,Lower Salt,15060106,15060106
AZ,"Picture Rocks Solar, LLC",58486,Tucson Electric Power Company,TEPC,12326506,32.369722,-111.242778,SUN,SOLAR,52539,0,0.01,0.00,0.0043,399,Brawley Wash,15050304,15050304
AZ,Pima Community College,62075,Tucson Electric Power Company,TEPC,12326506,32.166494,-110.816669,SUN,SOLAR,2798,0,0.01,0.00,0.0002,21,Rillito,15050302,15050302
AZ,Pinal Central Energy Center,61678,Salt River Project,SRP,67680176,32.875697,-111.551111,SUN,SOLAR,49279,0,0.01,0.00,0.0007,375,Middle Gila,15050100,15050100
AZ,Prairie Fire,58171,Tucson Electric Power Company,TEPC,12326506,32.116389,-110.82,SUN,SOLAR,8233,0,0.01,0.00,0.0007,63,Upper Santa Cruz,15050301,15050301
AZ,Prescott Airport,56228,Arizona Public Service Company,AZPS,17517674,34.6584,-112.4008,SUN,SOLAR,5542,0,0.01,0.00,0.0003,42,Upper Verde,15060202,15060202
AZ,Prescott Solar Plant,58147,Arizona Public Service Company,AZPS,17517674,34.649444,-112.4275,SUN,SOLAR,14562,0,0.01,0.00,0.0008,111,Upper Verde,15060202,15060202
AZ,Queen Creek Solar Farm,57883,Salt River Project,SRP,67680176,33.2675,-111.612222,SUN,SOLAR,49557,0,0.01,0.00,0.0007,377,Middle Gila,15050100,15050100
AZ,RE Ajo 1 LLC,57795,Arizona Public Service Company,AZPS,17517674,32.367013,-112.831401,SUN,SOLAR,10135,0,0.01,0.00,0.0006,77,Tenmile Wash,15070202,15070202
AZ,RE Bagdad Solar I LLC,57790,Arizona Public Service Company,AZPS,17517674,34.585833,-113.177222,SUN,SOLAR,34344,0,0.01,0.00,0.0020,261,Santa Maria,15030203,15030203
AZ,Red Horse 2,58833,Tucson Electric Power Company,TEPC,12326506,32.286111,-110.088056,SUN,SOLAR,226106,0,0.01,0.00,0.0183,1718,Upper San Pedro,15050202,15050202
AZ,Red Horse III,60285,Tucson Electric Power Company,TEPC,12326506,32.13597,-110.05129,SUN,SOLAR,81228,0,0.01,0.00,0.0066,617,Upper San Pedro,15050202,15050202
AZ,Red Rock,60467,Arizona Public Service Company,AZPS,17517674,32.551026,-111.289232,SUN,SOLAR,120005,0,0.01,0.00,0.0069,912,Lower Santa Cruz,15050303,15050303
AZ,Redhawk Generating Facility,55455,Salt River Project,SRP,67680176,33.334562,-112.840641,NG,GAS,3591886,1760061,1.24,0.49,0.0531,4459213,Centennial Wash,15070104,15070104
AZ,Rio Rico Solar,59044,Tucson Electric Power Company,TEPC,12326506,31.5,-111.008056,SUN,SOLAR,11252,0,0.01,0.00,0.0009,86,Upper Santa Cruz,15050301,15050301
AZ,Roger Road WWTP,57524,Tucson Electric Power Company,TEPC,12326506,32.2894,-111.0331,SUN,SOLAR,1422,0,0.01,0.00,0.0001,11,Upper Santa Cruz,15050301,15050301
AZ,Roosevelt,149,Salt River Project,SRP,67680176,33.671104,-111.161786,WAT,HYDRO,58274,0,3532.50,0.00,0.0009,205853195,Lower Salt,15060106,15060106
AZ,Saddle Mountain Solar I,58213,Arizona Public Service Company,AZPS,17517674,33.378333,-113.180833,SUN,SOLAR,34527,0,0.01,0.00,0.0020,262,Centennial Wash,15070104,15070104
AZ,Sandstone Solar,59634,Salt River Project,SRP,67680176,33.035556,-111.430278,SUN,SOLAR,123177,0,0.01,0.00,0.0018,936,Middle Gila,15050100,15050100
AZ,Santan,8068,Salt River Project,SRP,67680176,33.3325,-111.7503,NG,GAS,3752533,1498726,1.30,0.40,0.0554,4887188,Middle Gila,15050100,15050100
AZ,Solana Generating Station,56812,Arizona Public Service Company,AZPS,17517674,32.922294,-112.95594,SUN,SOLAR,776013,0,0.01,0.00,0.0443,5898,Lower Gila-Painted Rock Reservoir,15070101,15070101
AZ,"South Point Energy Center, LLC",55177,Western Area Power Administration - Desert Southwest Region,WALC,16128479,34.8678,-114.5317,NG,GAS,261151,121793,0.80,0.47,0.0162,208144,Havasu-Mohave Lakes,15030101,15030101
AZ,Springerville Generating Station,8223,Tucson Electric Power Company,TEPC,12326506,34.3186,-109.1639,SUB,COAL,9961840,10840319,0.72,1.09,0.8082,7156533,Upper Little Colorado,15020002,15020002
AZ,SR85,59444,Arizona Public Service Company,AZPS,17517674,33.145,-112.66,SUN,SOLAR,29690,0,0.01,0.00,0.0017,226,Lower Gila-Painted Rock Reservoir,15070101,15070101
AZ,Stewart Mountain,150,Salt River Project,SRP,67680176,33.5661,-111.536,WAT,HYDRO,25730,0,0.00,0.00,0.0004,0,Lower Salt,15060106,15060106
AZ,Sulphur Springs,60381,Western Area Power Administration - Desert Southwest Region,WALC,16128479,32.0628,-109.919283,SUN,SOLAR,54435,0,0.01,0.00,0.0034,414,Willcox Playa,15050201,15050201
AZ,Sundance Power Plant,55522,Western Area Power Administration - Desert Southwest Region,WALC,16128479,32.9285,-111.5899,NG,GAS,364133,252811,0.80,0.69,0.0226,290224,Middle Gila,15050100,15050100
AZ,T0588 Phoenix - AZ,61199,Salt River Project,SRP,67680176,33.447225,-112.217664,SUN,SOLAR,2670,0,0.01,0.00,0.0000,20,Aqua Fria,15070102,15070102
AZ,Tech Park Solar,59455,Tucson Electric Power Company,TEPC,12326506,32.097884,-110.815696,SUN,SOLAR,13385,0,0.01,0.00,0.0011,102,Upper Santa Cruz,15050301,15050301
AZ,UASTP I,57392,Tucson Electric Power Company,TEPC,12326506,32.096973,-110.8106,SUN,SOLAR,2997,0,0.01,0.00,0.0002,23,Upper Santa Cruz,15050301,15050301
AZ,Union HS at Casa Grande,58516,Arizona Public Service Company,AZPS,17517674,32.936944,-111.738611,SUN,SOLAR,3219,0,0.01,0.00,0.0002,24,Lower Santa Cruz,15050303,15050303
AZ,University of Arizona - Biosphere 2,54594,Western Area Power Administration - Desert Southwest Region,WALC,16128479,32.578011,-110.852608,NG,GAS,42,40,0.80,0.96,0.0000,33,Upper Santa Cruz,15050301,15050301
AZ,Valencia,6515,Tucson Electric Power Company,TEPC,12326506,31.363472,-110.931343,NG,GAS,3042,2247,0.80,0.74,0.0002,2425,Upper Santa Cruz,15050301,15050301
AZ,Valencia Solar,59454,Tucson Electric Power Company,TEPC,12326506,32.145833,-110.866944,SUN,SOLAR,24922,0,0.01,0.00,0.0020,189,Upper Santa Cruz,15050301,15050301
AZ,Vista Grande HS at Casa Grande,58517,Arizona Public Service Company,AZPS,17517674,32.891389,-111.713056,SUN,SOLAR,3040,0,0.01,0.00,0.0002,23,Lower Santa Cruz,15050303,15050303
AZ,Walmart Casa Grande,57939,Arizona Public Service Company,AZPS,17517674,32.866837,-111.771751,SUN,SOLAR,1444,0,0.01,0.00,0.0001,11,Lower Santa Cruz,15050303,15050303
AZ,Yucca Power Plant,120,Arizona Public Service Company,AZPS,17517674,32.7214,-114.7106,NG,GAS,456777,301693,0.80,0.66,0.0261,364063,Yuma Desert,15030108,15030108
AZ,Yuma Cogeneration Associates,54694,Arizona Public Service Company,AZPS,17517674,32.728822,-114.654053,NG,GAS,41296,18171,0.80,0.44,0.0024,32914,Yuma Desert,15030108,15030108
CA,1420 Coil Av #C,57310,Los Angeles Department of Water and Power,LDWP,22074071,33.794283,-118.241405,SUN,SOLAR,2139,0,0.01,0.00,0.0001,16,Santa Monica Bay,18070104,18070104
CA,2081 Terzian Solar Project,58918,California Independent System Operator,CISO,167909560,36.67,-119.415833,SUN,SOLAR,1466,0,0.01,0.00,0.0000,11,Tulare-Buena Vista Lakes,18030012,18030012
CA,2097 Helton Solar Project,58920,California Independent System Operator,CISO,167909560,37.352222,-120.506944,SUN,SOLAR,2365,0,0.01,0.00,0.0000,18,Middle San Joaquin-Lower Chowchilla,18040001,18040001
CA,2127 Harris Solar Project,58919,California Independent System Operator,CISO,167909560,39.291667,-121.669722,SUN,SOLAR,2662,0,0.01,0.00,0.0000,20,Honcut Creek-Lower Feather River,18020159,18020159
